advertiser_id,advertiser_name,id,title,description,link,image_link,additional_image_link,mobile_link,virtual_model_link,aw_deep_link,aw_mobile_link,google_product_category,product_type,gtin,mpn,brand,identifier_exists,availability,availability_date,expiration_date,price,sale_price,sale_price_effective_date,unit_pricing_measure,unit_pricing_base_measure,installment,subscription_cost,loyalty_program,condition,adult,multipack,is_bundle,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency_class,age_group,color,gender,material,pattern,size,size_type,size_system,item_group_id,product_weight,product_height,product_width,product_length,product_detail,product_highlight,certification,lifestyle_image_link,shipping,shipping_weight,shipping_height,shipping_width,shipping_length,min_handling_time,max_handling_time,ships_from_country,tax,gender_added,category_added,price_parse,currency_parse
59047,Zeagoo (USA Only),43913217999095,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Black / XL(12),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_9_7b9a6448-70aa-43c7-bbba-89e37cbe793d.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_B_XL,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218031863,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Black / 2XL(14),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_9_7b9a6448-70aa-43c7-bbba-89e37cbe793d.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_B_XXL,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218064631,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Yellow / S(4),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_4_65d3462c-c364-4ded-8246-6184e0ca9381.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_GO_S,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218097399,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Yellow / M(6),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_4_65d3462c-c364-4ded-8246-6184e0ca9381.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_GO_M,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218130167,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Yellow / L(8-10),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_4_65d3462c-c364-4ded-8246-6184e0ca9381.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_GO_L,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218162935,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Yellow / XL(12),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_4_65d3462c-c364-4ded-8246-6184e0ca9381.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_GO_XL,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218195703,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Yellow / 2XL(14),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_4_65d3462c-c364-4ded-8246-6184e0ca9381.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_GO_XXL,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218228471,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Navy Blue / S(4),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_8_d0546f55-c2fd-452e-8732-7fc4f8d14d43.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_NB_S,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218261239,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Navy Blue / M(6),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_8_d0546f55-c2fd-452e-8732-7fc4f8d14d43.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_NB_M,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218294007,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Navy Blue / L(8-10),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_8_d0546f55-c2fd-452e-8732-7fc4f8d14d43.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_NB_L,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218326775,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Navy Blue / XL(12),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_8_d0546f55-c2fd-452e-8732-7fc4f8d14d43.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_NB_XL,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913218359543,Striped Biker Jacket Zip Up Bomber Jacket - Zeagoo (Us Only) - Navy Blue / 2XL(14),"As Featured In  Real Simple Amazon Prime Day Customer Most-Loved Fashion Material: 100%Polyester Detail: Zipper Occasion: Leisure, Daily Style: Casual",https://zeagoo.com/products/zeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/2_8_d0546f55-c2fd-452e-8732-7fc4f8d14d43.jpg?v=1750825149,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-womens-classic-solid-striped-biker-jacket-zip-up-fashion-bomber-jacket-coat,,,,,AMH020341_NB_XXL,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Coats & Jackets,45.99,USD
59047,Zeagoo (USA Only),43913209676023,Two Piece Outfit Sets Cotton Shorts Set - Zeagoo (Us Only) - Pink / M(6),"Material: 100%Cotton Detail: Button, drawstring Occasion: Leisure, Daily Style: Casual Two Piece Outfit Sets Cotton Shorts Set - Zeagoo (Us Only) Comfortable to wear: Made from soft cotton material, this two-piece outfit set provides all-day comfort. Stylish design: The latest design trends have been incorporated into this outfit set, making it fashionable and stylish. Perfect for summer: The shorts and short-sleeved top combo make this set perfect for hot summer days. Easy to mix and match: With its neutral colors, this set can easily be paired with other clothing and accessories for versatile styling options. Sustainable materials: The use of cotton and linen materials make this set environmentally friendly and sustainable. Looking for more style options? Click Two Pieces to explore.",https://zeagoo.com/products/zeagoo-women-s-2-piece-lounge-tracksuit-outfit-sets-cotton-linen-high-low-shirt-and-drawstring-casual-shorts-set,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/1_6_fda7aa8e-ce0b-47a8-b858-25bb5c78fa38.jpg?v=1750825128,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-women-s-2-piece-lounge-tracksuit-outfit-sets-cotton-linen-high-low-shirt-and-drawstring-casual-shorts-set,,,,,AMH029533_DA_M,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Co-Ord,45.99,USD
59047,Zeagoo (USA Only),43913210134775,Two Piece Outfit Sets Cotton Shorts Set - Zeagoo (Us Only) - Army Green / S(4),"Material: 100%Cotton Detail: Button, drawstring Occasion: Leisure, Daily Style: Casual Two Piece Outfit Sets Cotton Shorts Set - Zeagoo (Us Only) Comfortable to wear: Made from soft cotton material, this two-piece outfit set provides all-day comfort. Stylish design: The latest design trends have been incorporated into this outfit set, making it fashionable and stylish. Perfect for summer: The shorts and short-sleeved top combo make this set perfect for hot summer days. Easy to mix and match: With its neutral colors, this set can easily be paired with other clothing and accessories for versatile styling options. Sustainable materials: The use of cotton and linen materials make this set environmentally friendly and sustainable. Looking for more style options? Click Two Pieces to explore.",https://zeagoo.com/products/zeagoo-women-s-2-piece-lounge-tracksuit-outfit-sets-cotton-linen-high-low-shirt-and-drawstring-casual-shorts-set,https://cdn.shopify.com/s/files/1/0631/6975/7431/products/1_1_0b150a2f-998d-4bca-b0ee-ac2792a5859b.jpg?v=1750825127,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-women-s-2-piece-lounge-tracksuit-outfit-sets-cotton-linen-high-low-shirt-and-drawstring-casual-shorts-set,,,,,AMH029533_ARG_S,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Co-Ord,45.99,USD
59047,Zeagoo (USA Only),43913210593527,Two Piece Outfit Sets Cotton Shorts Set - Zeagoo (Us Only) - Black / S(4),"Material: 100%Cotton Detail: Button, drawstring Occasion: Leisure, Daily Style: Casual Two Piece Outfit Sets Cotton Shorts Set - Zeagoo (Us Only) Comfortable to wear: Made from soft cotton material, this two-piece outfit set provides all-day comfort. Stylish design: The latest design trends have been incorporated into this outfit set, making it fashionable and stylish. Perfect for summer: The shorts and short-sleeved top combo make this set perfect for hot summer days. Easy to mix and match: With its neutral colors, this set can easily be paired with other clothing and accessories for versatile styling options. Sustainable materials: The use of cotton and linen materials make this set environmentally friendly and sustainable. Looking for more style options? Click Two Pieces to explore.",https://zeagoo.com/products/zeagoo-women-s-2-piece-lounge-tracksuit-outfit-sets-cotton-linen-high-low-shirt-and-drawstring-casual-shorts-set,https://cdn.shopify.com/s/files/1/0631/6975/7431/files/04_black-01.jpg?v=1750825128,,,,https://www.awin1.com/cread.php?awinmid=59047&awinaffid=2771700&ued=https%3A%2F%2Fzeagoo.com%2Fproducts%2Fzeagoo-women-s-2-piece-lounge-tracksuit-outfit-sets-cotton-linen-high-low-shirt-and-drawstring-casual-shorts-set,,,,,AMH029533_B_S,Zeagoo (USA Only),1,in_stock,,,45.99 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Co-Ord,45.99,USD
